ConsumerNodeID,ResourceNodeID,ConsumerSpeciesID,ResourceSpeciesID,ConsumerStageID,ResourceStageID,ConsumerSpecies.StageID,ResourceSpecies.StageID,LinkTypeID,LinkType,LinkEvidence,LinkEvidenceNotes,LinkFrequency,LinkN,DietFraction,ConsumptionRate,VectorFrom,PreyFrom
29,33,24,26,2,2,24.2,26.2,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
32,33,26,26,1,2,26.1,26.2,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
33,33,26,26,2,2,26.2,26.2,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
48,33,32,26,2,2,32.2,26.2,1,predation,modelled,Van Buskirk 1988,,,,,,
50,33,33,26,2,2,33.2,26.2,1,predation,modelled,,,,,,,
52,33,34,26,2,2,34.2,26.2,1,predation,modelled,,,,,,,
54,33,35,26,2,2,35.2,26.2,1,predation,modelled,"Folsom and Collins 1984, Van Buskirk 1988, Turner and Chislock 2007",,,,,,
55,33,36,26,1,2,36.1,26.2,1,predation,modelled,Petranka 1998,,,,,,
56,33,36,26,2,2,36.2,26.2,1,predation,modelled,Petranka 1998,,,,,,
57,33,37,26,1,2,37.1,26.2,1,predation,modelled,"Campbell 1970, Miller 1978, Lannoo 2005",,,,,,
59,33,38,26,1,2,38.1,26.2,1,predation,modelled,"Johnson and Bury 1965, Lannoo 2005",,,,,,
61,33,39,26,1,2,39.1,26.2,1,predation,modelled,"Hayes and Tennant 1985, Lannoo 2005",,,,,,
64,33,41,26,1,2,41.1,26.2,1,predation,modelled,Terres 1995,,,,,,
65,33,42,26,1,2,42.1,26.2,1,predation,modelled,Terres 1995,,,,,,
66,33,43,26,1,2,43.1,26.2,1,predation,modelled,Hintz and Dyer 1970,,,,,,
67,33,44,26,1,2,44.1,26.2,1,predation,modelled,Terres 1995,,,,,,
72,33,49,26,2,2,49.2,26.2,6,macroparasitism,modelled,"Proctor and Pritchard 1989, Baker et al. 2008",,,,,,
34,34,27,27,1,1,27.1,27.1,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
35,34,27,27,2,1,27.2,27.1,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
67,34,44,27,1,1,44.1,27.1,1,predation,modelled,Terres 1995,,,,,,
68,34,45,27,1,1,45.1,27.1,1,predation,modelled,Terres 1995,,,,,,
69,34,46,27,1,1,46.1,27.1,1,predation,modelled,Terres 1995,,,,,,
72,34,49,27,2,1,49.2,27.1,6,macroparasitism,observed,"Proctor and Pritchard 1989, Baker et al. 2008",,,,,,
24,35,22,27,1,2,22.1,27.2,1,predation,modelled,Hallmark 1972,,,,,,
25,35,22,27,2,2,22.2,27.2,1,predation,modelled,Hallmark 1972,,,,,,
27,35,23,27,2,2,23.2,27.2,1,predation,modelled,Plague 1996,,,,,,
28,35,24,27,1,2,24.1,27.2,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
29,35,24,27,2,2,24.2,27.2,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
34,35,27,27,1,2,27.1,27.2,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
35,35,27,27,2,2,27.2,27.2,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
36,35,28,27,1,2,28.1,27.2,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2003",,,,,,
37,35,28,27,2,2,28.2,27.2,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2028",,,,,,
48,35,32,27,2,2,32.2,27.2,1,predation,modelled,Van Buskirk 1988,,,,,,
50,35,33,27,2,2,33.2,27.2,1,predation,modelled,,,,,,,
52,35,34,27,2,2,34.2,27.2,1,predation,modelled,,,,,,,
54,35,35,27,2,2,35.2,27.2,1,predation,modelled,"Folsom and Collins 1984, Van Buskirk 1988, Turner and Chislock 2007",,,,,,
55,35,36,27,1,2,36.1,27.2,1,predation,modelled,Petranka 1998,,,,,,
56,35,36,27,2,2,36.2,27.2,1,predation,modelled,Petranka 1998,,,,,,
57,35,37,27,1,2,37.1,27.2,1,predation,modelled,"Campbell 1970, Miller 1978, Lannoo 2005",,,,,,
59,35,38,27,1,2,38.1,27.2,1,predation,modelled,"Johnson and Bury 1965, Lannoo 2005",,,,,,
61,35,39,27,1,2,39.1,27.2,1,predation,modelled,"Hayes and Tennant 1985, Lannoo 2005",,,,,,
67,35,44,27,1,2,44.1,27.2,1,predation,modelled,Terres 1995,,,,,,
68,35,45,27,1,2,45.1,27.2,1,predation,modelled,Terres 1995,,,,,,
69,35,46,27,1,2,46.1,27.2,1,predation,modelled,Terres 1995,,,,,,
72,35,49,27,2,2,49.2,27.2,6,macroparasitism,observed,"Proctor and Pritchard 1989, Baker et al. 2008",,,,,,
24,36,22,28,1,1,22.1,28.1,1,predation,modelled,Hallmark 1972,,,,,,
25,36,22,28,2,1,22.2,28.1,1,predation,modelled,Hallmark 1972,,,,,,
27,36,23,28,2,1,23.2,28.1,1,predation,modelled,Plague 1996,,,,,,
28,36,24,28,1,1,24.1,28.1,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
29,36,24,28,2,1,24.2,28.1,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
34,36,27,28,1,1,27.1,28.1,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
35,36,27,28,2,1,27.2,28.1,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
36,36,28,28,1,1,28.1,28.1,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2004",,,,,,
37,36,28,28,2,1,28.2,28.1,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2029",,,,,,
52,36,34,28,2,1,34.2,28.1,1,predation,modelled,,,,,,,
54,36,35,28,2,1,35.2,28.1,1,predation,modelled,"Folsom and Collins 1984, Van Buskirk 1988, Turner and Chislock 2007",,,,,,
55,36,36,28,1,1,36.1,28.1,1,predation,modelled,Petranka 1998,,,,,,
56,36,36,28,2,1,36.2,28.1,1,predation,modelled,Petranka 1998,,,,,,
57,36,37,28,1,1,37.1,28.1,1,predation,modelled,"Campbell 1970, Miller 1978, Lannoo 2005",,,,,,
61,36,39,28,1,1,39.1,28.1,1,predation,modelled,"Hayes and Tennant 1985, Lannoo 2005",,,,,,
67,36,44,28,1,1,44.1,28.1,1,predation,modelled,Terres 1995,,,,,,
68,36,45,28,1,1,45.1,28.1,1,predation,modelled,Terres 1995,,,,,,
69,36,46,28,1,1,46.1,28.1,1,predation,modelled,Terres 1995,,,,,,
72,36,49,28,2,1,49.2,28.1,6,macroparasitism,observed,"Proctor and Pritchard 1989, Baker et al. 2008",,,,,,
24,37,22,28,1,2,22.1,28.2,1,predation,modelled,Hallmark 1972,,,,,,
25,37,22,28,2,2,22.2,28.2,1,predation,modelled,Hallmark 1972,,,,,,
27,37,23,28,2,2,23.2,28.2,1,predation,modelled,Plague 1996,,,,,,
28,37,24,28,1,2,24.1,28.2,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
29,37,24,28,2,2,24.2,28.2,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
34,37,27,28,1,2,27.1,28.2,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
35,37,27,28,2,2,27.2,28.2,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
36,37,28,28,1,2,28.1,28.2,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2005",,,,,,
37,37,28,28,2,2,28.2,28.2,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2030",,,,,,
48,37,32,28,2,2,32.2,28.2,1,predation,modelled,Van Buskirk 1988,,,,,,
50,37,33,28,2,2,33.2,28.2,1,predation,modelled,,,,,,,
52,37,34,28,2,2,34.2,28.2,1,predation,modelled,,,,,,,
54,37,35,28,2,2,35.2,28.2,1,predation,modelled,"Folsom and Collins 1984, Van Buskirk 1988, Turner and Chislock 2007",,,,,,
55,37,36,28,1,2,36.1,28.2,1,predation,modelled,Petranka 1998,,,,,,
56,37,36,28,2,2,36.2,28.2,1,predation,modelled,Petranka 1998,,,,,,
57,37,37,28,1,2,37.1,28.2,1,predation,modelled,"Campbell 1970, Miller 1978, Lannoo 2005",,,,,,
59,37,38,28,1,2,38.1,28.2,1,predation,modelled,"Johnson and Bury 1965, Lannoo 2005",,,,,,
61,37,39,28,1,2,39.1,28.2,1,predation,modelled,"Hayes and Tennant 1985, Lannoo 2005",,,,,,
67,37,44,28,1,2,44.1,28.2,1,predation,modelled,Terres 1995,,,,,,
68,37,45,28,1,2,45.1,28.2,1,predation,modelled,Terres 1995,,,,,,
69,37,46,28,1,2,46.1,28.2,1,predation,modelled,Terres 1995,,,,,,
72,37,49,28,2,2,49.2,28.2,6,macroparasitism,observed,"Proctor and Pritchard 1989, Baker et al. 2008",,,,,,
47,38,32,29,1,1,32.1,29.1,1,predation,inferred,,,,,,,
49,38,33,29,1,1,33.1,29.1,1,predation,inferred,,,,,,,
51,38,34,29,1,1,34.1,29.1,1,predation,inferred,,,,,,,
53,38,35,29,1,1,35.1,29.1,1,predation,modelled,,,,,,,
57,38,37,29,1,1,37.1,29.1,1,predation,modelled,"Campbell 1970, Miller 1978, Lannoo 2005",,,,,,
59,38,38,29,1,1,38.1,29.1,1,predation,modelled,"Johnson and Bury 1965, Lannoo 2005",,,,,,
61,38,39,29,1,1,39.1,29.1,1,predation,modelled,"Hayes and Tennant 1985, Lannoo 2005",,,,,,
64,38,41,29,1,1,41.1,29.1,1,predation,modelled,Terres 1995,,,,,,
65,38,42,29,1,1,42.1,29.1,1,predation,modelled,Terres 1995,,,,,,
66,38,43,29,1,1,43.1,29.1,1,predation,modelled,Hintz and Dyer 1970,,,,,,
78,38,52,29,2,1,52.2,29.1,13,trophically transmitted commensalism,modelled,,,,,,,
12,39,12,29,1,2,12.1,29.2,1,predation,modelled,"Tomann and Dall 1977, Davies et al. 1981, Davies and Linton 1982, Kutschsera 2003, Kreuter et al. 2008",,,,,,
16,39,16,29,1,2,16.1,29.2,1,predation,modelled,Fryer 1957,,,,,,
24,39,22,29,1,2,22.1,29.2,1,predation,modelled,Hallmark 1972,,,,,,
25,39,22,29,2,2,22.2,29.2,1,predation,modelled,Hallmark 1972,,,,,,
27,39,23,29,2,2,23.2,29.2,1,predation,modelled,Plague 1996,,,,,,
28,39,24,29,1,2,24.1,29.2,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
29,39,24,29,2,2,24.2,29.2,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
30,39,25,29,1,2,25.1,29.2,1,predation,modelled,Izabella et al. 2007,,,,,,
31,39,25,29,2,2,25.2,29.2,1,predation,modelled,Izabella et al. 2007,,,,,,
32,39,26,29,1,2,26.1,29.2,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
33,39,26,29,2,2,26.2,29.2,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
34,39,27,29,1,2,27.1,29.2,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
35,39,27,29,2,2,27.2,29.2,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
36,39,28,29,1,2,28.1,29.2,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2006",,,,,,
37,39,28,29,2,2,28.2,29.2,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2031",,,,,,
48,39,32,29,2,2,32.2,29.2,1,predation,modelled,Van Buskirk 1988,,,,,,
49,39,33,29,1,2,33.1,29.2,1,predation,inferred,,,,,,,
50,39,33,29,2,2,33.2,29.2,1,predation,modelled,,,,,,,
51,39,34,29,1,2,34.1,29.2,1,predation,inferred,,,,,,,
52,39,34,29,2,2,34.2,29.2,1,predation,modelled,,,,,,,
53,39,35,29,1,2,35.1,29.2,1,predation,modelled,,,,,,,
54,39,35,29,2,2,35.2,29.2,1,predation,modelled,"Folsom and Collins 1984, Van Buskirk 1988, Turner and Chislock 2007",,,,,,
55,39,36,29,1,2,36.1,29.2,1,predation,modelled,Petranka 1998,,,,,,
56,39,36,29,2,2,36.2,29.2,1,predation,observed,,,,,,,
57,39,37,29,1,2,37.1,29.2,1,predation,modelled,"Campbell 1970, Miller 1978, Lannoo 2005",,,,,,
59,39,38,29,1,2,38.1,29.2,1,predation,modelled,"Johnson and Bury 1965, Lannoo 2005",,,,,,
61,39,39,29,1,2,39.1,29.2,1,predation,modelled,"Hayes and Tennant 1985, Lannoo 2005",,,,,,
12,40,12,29,1,3,12.1,29.3,1,predation,modelled,"Tomann and Dall 1977, Davies et al. 1981, Davies and Linton 1982, Kutschsera 2003, Kreuter et al. 2008",,,,,,
16,40,16,29,1,3,16.1,29.3,1,predation,modelled,Fryer 1957,,,,,,
24,40,22,29,1,3,22.1,29.3,1,predation,modelled,Hallmark 1972,,,,,,
25,40,22,29,2,3,22.2,29.3,1,predation,modelled,Hallmark 1972,,,,,,
27,40,23,29,2,3,23.2,29.3,1,predation,modelled,Plague 1996,,,,,,
28,40,24,29,1,3,24.1,29.3,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
29,40,24,29,2,3,24.2,39.3,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
30,40,25,29,1,3,25.1,29.3,1,predation,modelled,Izabella et al. 2007,,,,,,
31,40,25,29,2,3,25.2,29.3,1,predation,modelled,Izabella et al. 2007,,,,,,
32,40,26,29,1,3,26.1,29.3,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
33,40,26,29,2,3,26.2,29.3,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
34,40,27,29,1,3,27.1,29.3,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
35,40,27,29,2,3,27.2,29.3,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
36,40,28,29,1,3,28.1,29.3,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2007",,,,,,
37,40,28,29,2,3,28.2,29.3,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2032",,,,,,
48,40,32,29,2,3,32.2,29.3,1,predation,modelled,Van Buskirk 1988,,,,,,
49,40,33,29,1,3,33.1,29.3,1,predation,inferred,,,,,,,
50,40,33,29,2,3,33.2,29.3,1,predation,modelled,,,,,,,
51,40,34,29,1,3,34.1,29.3,1,predation,inferred,,,,,,,
52,40,34,29,2,3,34.2,29.3,1,predation,modelled,,,,,,,
53,40,35,29,1,3,35.1,29.3,1,predation,modelled,,,,,,,
54,40,35,29,2,3,35.2,29.3,1,predation,modelled,"Folsom and Collins 1984, Van Buskirk 1988, Turner and Chislock 2007",,,,,,
55,40,36,29,1,3,36.1,29.3,1,predation,modelled,Petranka 1999,,,,,,
56,40,36,29,2,3,36.2,29.3,1,predation,observed,,,,,,,
57,40,37,29,1,3,37.1,29.3,1,predation,modelled,"Campbell 1970, Miller 1978, Lannoo 2005",,,,,,
59,40,38,29,1,3,38.1,29.3,1,predation,modelled,"Johnson and Bury 1965, Lannoo 2005",,,,,,
61,40,39,29,1,3,39.1,29.3,1,predation,modelled,"Hayes and Tennant 1985, Lannoo 2005",,,,,,
78,40,52,29,2,3,52.2,29.3,13,trophically transmitted commensalism,modelled,,,,,,,
47,41,32,30,1,1,32.1,30.1,1,predation,inferred,,,,,,,
49,41,33,30,1,1,33.1,30.1,1,predation,inferred,,,,,,,
51,41,34,30,1,1,34.1,30.1,1,predation,inferred,,,,,,,
53,41,35,30,1,1,35.1,30.1,1,predation,modelled,,,,,,,
57,41,37,30,1,1,37.1,30.1,1,predation,modelled,"Campbell 1970, Miller 1978, Lannoo 2005",,,,,,
59,41,38,30,1,1,38.1,30.1,1,predation,modelled,"Johnson and Bury 1965, Lannoo 2005",,,,,,
61,41,39,30,1,1,39.1,30.1,1,predation,modelled,"Hayes and Tennant 1985, Lannoo 2005",,,,,,
64,41,41,30,1,1,41.1,30.1,1,predation,modelled,Terres 1995,,,,,,
65,41,42,30,1,1,42.1,30.1,1,predation,modelled,Terres 1995,,,,,,
66,41,43,30,1,1,43.1,30.1,1,predation,modelled,Hintz and Dyer 1970,,,,,,
12,42,12,30,1,2,12.1,30.2,1,predation,modelled,"Tomann and Dall 1977, Davies et al. 1981, Davies and Linton 1982, Kutschsera 2003, Kreuter et al. 2008",,,,,,
16,42,16,30,1,2,16.1,30.2,1,predation,modelled,Fryer 1957,,,,,,
24,42,22,30,1,2,22.1,30.2,1,predation,modelled,Hallmark 1972,,,,,,
25,42,22,30,2,2,22.2,30.2,1,predation,modelled,Hallmark 1972,,,,,,
27,42,23,30,2,2,23.2,30.2,1,predation,modelled,Plague 1996,,,,,,
28,42,24,30,1,2,24.1,30.2,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
29,42,24,30,2,2,24.2,30.2,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
30,42,25,30,1,2,25.1,30.2,1,predation,modelled,Izabella et al. 2007,,,,,,
31,42,25,30,2,2,25.2,30.2,1,predation,modelled,Izabella et al. 2007,,,,,,
32,42,26,30,1,2,26.1,30.2,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
33,42,26,30,2,2,26.2,30.2,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
34,42,27,30,1,2,27.1,30.2,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
35,42,27,30,2,2,27.2,30.2,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
36,42,28,30,1,2,28.1,30.2,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2008",,,,,,
37,42,28,30,2,2,28.2,30.2,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2033",,,,,,
48,42,32,30,2,2,32.2,30.2,1,predation,observed,,,,,,,
50,42,33,30,2,2,33.2,30.2,1,predation,modelled,,,,,,,
52,42,34,30,2,2,34.2,30.2,1,predation,modelled,,,,,,,
54,42,35,30,2,2,35.2,30.2,1,predation,modelled,"Folsom and Collins 1984, Van Buskirk 1988, Turner and Chislock 2007",,,,,,
55,42,36,30,1,2,36.1,30.2,1,predation,modelled,Petranka 1998,,,,,,
56,42,36,30,2,2,36.2,30.2,1,predation,observed,,,,,,,
57,42,37,30,1,2,37.1,30.2,1,predation,modelled,"Campbell 1970, Miller 1978, Lannoo 2005",,,,,,
59,42,38,30,1,2,38.1,30.2,1,predation,modelled,"Johnson and Bury 1965, Lannoo 2005",,,,,,
61,42,39,30,1,2,39.1,30.2,1,predation,modelled,"Hayes and Tennant 1985, Lannoo 2005",,,,,,
67,42,44,30,1,2,44.1,30.2,1,predation,modelled,Terres 1995,,,,,,
12,43,12,30,1,3,12.1,30.3,1,predation,modelled,"Tomann and Dall 1977, Davies et al. 1981, Davies and Linton 1982, Kutschsera 2003, Kreuter et al. 2008",,,,,,
16,43,16,30,1,3,16.1,30.3,1,predation,modelled,Fryer 1957,,,,,,
24,43,22,30,1,3,22.1,30.3,1,predation,modelled,Hallmark 1972,,,,,,
25,43,22,30,2,3,22.2,30.3,1,predation,modelled,Hallmark 1972,,,,,,
27,43,23,30,2,3,23.2,30.3,1,predation,modelled,Plague 1996,,,,,,
28,43,24,30,1,3,24.1,30.3,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
29,43,24,30,2,3,24.2,30.3,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
30,43,25,30,1,3,25.1,30.3,1,predation,modelled,Izabella et al. 2007,,,,,,
31,43,25,30,2,3,25.2,30.3,1,predation,modelled,Izabella et al. 2007,,,,,,
32,43,26,30,1,3,26.1,30.3,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
33,43,26,30,2,3,26.2,30.3,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
34,43,27,30,1,3,27.1,30.3,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
35,43,27,30,2,3,27.2,30.3,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
36,43,28,30,1,3,28.1,30.3,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2009",,,,,,
37,43,28,30,2,3,28.2,30.3,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2034",,,,,,
48,43,32,30,2,3,32.2,30.3,1,predation,modelled,Van Buskirk 1988,,,,,,
50,43,33,30,2,3,33.2,30.3,1,predation,modelled,,,,,,,
52,43,34,30,2,3,34.2,30.3,1,predation,modelled,,,,,,,
54,43,35,30,2,3,35.2,30.3,1,predation,modelled,"Folsom and Collins 1984, Van Buskirk 1988, Turner and Chislock 2007",,,,,,
56,43,36,30,2,3,36.2,30.3,1,predation,observed,,,,,,,
57,43,37,30,1,3,37.1,30.3,1,predation,modelled,"Campbell 1970, Miller 1978, Lannoo 2005",,,,,,
59,43,38,30,1,3,38.1,30.3,1,predation,modelled,"Johnson and Bury 1965, Lannoo 2005",,,,,,
61,43,39,30,1,3,39.1,30.3,1,predation,modelled,"Hayes and Tennant 1985, Lannoo 2005",,,,,,
67,43,44,30,1,3,44.1,30.3,1,predation,modelled,Terres 1995,,,,,,
47,44,32,31,1,1,32.1,31.1,1,predation,inferred,,,,,,,
59,44,38,31,1,1,38.1,31.1,1,predation,modelled,"Johnson and Bury 1965, Lannoo 2005",,,,,,
64,44,41,31,1,1,41.1,31.1,1,predation,modelled,Terres 1995,,,,,,
65,44,42,31,1,1,42.1,31.1,1,predation,modelled,Terres 1995,,,,,,
66,44,43,31,1,1,43.1,31.1,1,predation,modelled,Hintz and Dyer 1970,,,,,,
67,44,44,31,1,1,44.1,31.1,1,predation,modelled,Terres 1995,,,,,,
12,45,12,31,1,2,12.1,31.2,1,predation,modelled,"Tomann and Dall 1977, Davies et al. 1981, Davies and Linton 1982, Kutschsera 2003, Kreuter et al. 2008",,,,,,
16,45,16,31,1,2,16.1,31.2,1,predation,modelled,Fryer 1957,,,,,,
24,45,22,31,1,2,22.1,31.2,1,predation,modelled,Hallmark 1972,,,,,,
25,45,22,31,2,2,22.2,31.2,1,predation,modelled,Hallmark 1972,,,,,,
27,45,23,31,2,2,23.2,31.2,1,predation,modelled,Plague 1996,,,,,,
28,45,24,31,1,2,24.1,31.2,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
29,45,24,31,2,2,24.2,31.2,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
30,45,25,31,1,2,25.1,31.2,1,predation,modelled,Izabella et al. 2007,,,,,,
31,45,25,31,2,2,25.2,31.2,1,predation,modelled,Izabella et al. 2007,,,,,,
32,45,26,31,1,2,26.1,31.2,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
33,45,26,31,2,2,26.2,31.2,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
34,45,27,31,1,2,27.1,31.2,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
35,45,27,31,2,2,27.2,31.2,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
36,45,28,31,1,2,28.1,31.2,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2010",,,,,,
37,45,28,31,2,2,28.2,31.2,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2035",,,,,,
48,45,32,31,2,2,32.2,31.2,1,predation,modelled,Van Buskirk 1988,,,,,,
49,45,33,31,1,2,33.1,31.2,1,predation,inferred,,,,,,,
50,45,33,31,2,2,33.2,31.2,1,predation,modelled,,,,,,,
51,45,34,31,1,2,34.1,31.2,1,predation,inferred,,,,,,,
52,45,34,31,2,2,34.2,31.2,1,predation,modelled,,,,,,,
53,45,35,31,1,2,35.1,31.2,1,predation,modelled,,,,,,,
54,45,35,31,2,2,35.2,31.2,1,predation,modelled,"Folsom and Collins 1984, Van Buskirk 1988, Turner and Chislock 2007",,,,,,
55,45,36,31,1,2,36.1,31.2,1,predation,modelled,Petranka 1998,,,,,,
56,45,36,31,2,2,36.2,31.2,1,predation,observed,,,,,,,
57,45,37,31,1,2,37.1,31.2,1,predation,modelled,"Campbell 1970, Miller 1978, Lannoo 2005",,,,,,
59,45,38,31,1,2,38.1,31.2,1,predation,modelled,"Johnson and Bury 1965, Lannoo 2005",,,,,,
61,45,39,31,1,2,39.1,31.2,1,predation,modelled,"Hayes and Tennant 1985, Lannoo 2005",,,,,,
12,46,12,31,1,3,12.1,31.3,1,predation,modelled,"Tomann and Dall 1977, Davies et al. 1981, Davies and Linton 1982, Kutschsera 2003, Kreuter et al. 2008",,,,,,
16,46,16,31,1,3,16.1,31.3,1,predation,modelled,Fryer 1957,,,,,,
24,46,22,31,1,3,22.1,31.3,1,predation,modelled,Hallmark 1972,,,,,,
25,46,22,31,2,3,22.2,31.3,1,predation,modelled,Hallmark 1972,,,,,,
27,46,23,31,2,3,23.2,31.3,1,predation,modelled,Plague 1996,,,,,,
28,46,24,31,1,3,24.1,31.3,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
29,46,24,31,2,3,24.2,31.3,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
30,46,25,31,1,3,25.1,31.3,1,predation,modelled,Izabella et al. 2007,,,,,,
31,46,25,31,2,3,25.2,31.3,1,predation,modelled,Izabella et al. 2007,,,,,,
32,46,26,31,1,3,26.1,31.3,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
33,46,26,31,2,3,26.2,31.3,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
34,46,27,31,1,3,27.1,31.3,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
35,46,27,31,2,3,27.2,31.3,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
36,46,28,31,1,3,28.1,31.3,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2011",,,,,,
37,46,28,31,2,3,28.2,31.3,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2036",,,,,,
48,46,32,31,2,3,32.2,31.3,1,predation,modelled,Van Buskirk 1988,,,,,,
49,46,33,31,1,3,33.1,31.3,1,predation,inferred,,,,,,,
50,46,33,31,2,3,33.2,31.3,1,predation,modelled,,,,,,,
51,46,34,31,1,3,34.1,31.3,1,predation,inferred,,,,,,,
52,46,34,31,2,3,34.2,31.3,1,predation,modelled,,,,,,,
53,46,35,31,1,3,35.1,31.3,1,predation,modelled,,,,,,,
54,46,35,31,2,3,35.2,31.3,1,predation,modelled,"Folsom and Collins 1984, Van Buskirk 1988, Turner and Chislock 2007",,,,,,
55,46,36,31,1,3,36.1,31.3,1,predation,modelled,Petranka 1998,,,,,,
56,46,36,31,2,3,36.2,31.3,1,predation,modelled,Petranka 1998,,,,,,
