ConsumerNodeID,ResourceNodeID,ConsumerSpeciesID,ResourceSpeciesID,ConsumerStageID,ResourceStageID,ConsumerSpecies.StageID,ResourceSpecies.StageID,LinkTypeID,LinkType,LinkEvidence,LinkEvidenceNotes,LinkFrequency,LinkN,DietFraction,ConsumptionRate,VectorFrom,PreyFrom
55,17,36,17,1,1,36.1,17.1,1,predation,modelled,Petranka 1998,,,,,,
56,17,36,17,2,1,36.2,17.1,1,predation,modelled,Petranka 1998,,,,,,
67,17,44,17,1,1,44.1,17.1,1,predation,modelled,Terres 1995,,,,,,
102,17,60,17,4,1,60.4,17.1,12,trophically transmitted parasitism,observed,,,,,,,
12,18,12,18,1,1,12.1,18.1,1,predation,modelled,"Tomann and Dall 1977, Davies et al. 1981, Davies and Linton 1982, Kutschsera 2003, Kreuter et al. 2008",,,,,,
16,18,16,18,1,1,16.1,18.1,1,predation,modelled,Fryer 1957,,,,,,
24,18,22,18,1,1,22.1,18.1,1,predation,modelled,Hallmark 1972,,,,,,
25,18,22,18,2,1,22.2,18.1,1,predation,modelled,Hallmark 1972,,,,,,
27,18,23,18,2,1,23.2,18.1,1,predation,modelled,Plague 1996,,,,,,
28,18,24,18,1,1,24.1,18.1,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
29,18,24,18,2,1,24.2,18.1,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
32,18,26,18,1,1,26.1,18.1,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
33,18,26,18,2,1,26.2,18.1,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
48,18,32,18,2,1,32.2,18.1,1,predation,modelled,Van Buskirk 1988,,,,,,
50,18,33,18,2,1,33.2,18.1,1,predation,modelled,,,,,,,
52,18,34,18,2,1,34.2,18.1,1,predation,modelled,,,,,,,
54,18,35,18,2,1,35.2,18.1,1,predation,modelled,"Folsom and Collins 1984, Van Buskirk 1988, Turner and Chislock 2007",,,,,,
55,18,36,18,1,1,36.1,18.1,1,predation,modelled,Petranka 1998,,,,,,
56,18,36,18,2,1,36.2,18.1,1,predation,observed,,,,,,,
67,18,44,18,1,1,44.1,18.1,1,predation,modelled,Terres 1995,,,,,,
16,19,16,19,1,1,16.1,19.1,1,predation,modelled,Fryer 1957,,,,,,
24,19,22,19,1,1,22.1,19.1,1,predation,modelled,Hallmark 1972,,,,,,
25,19,22,19,2,1,22.2,19.1,1,predation,modelled,Hallmark 1972,,,,,,
27,19,23,19,2,1,23.2,19.1,1,predation,modelled,Plague 1996,,,,,,
28,19,24,19,1,1,24.1,19.1,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
29,19,24,19,2,1,24.2,19.1,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
32,19,26,19,1,1,26.1,19.1,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
33,19,26,19,2,1,26.2,19.1,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
48,19,32,19,2,1,32.2,19.1,1,predation,modelled,Van Buskirk 1988,,,,,,
50,19,33,19,2,1,33.2,19.1,1,predation,modelled,,,,,,,
52,19,34,19,2,1,34.2,19.1,1,predation,modelled,,,,,,,
54,19,35,19,2,1,35.2,19.1,1,predation,modelled,"Folsom and Collins 1984, Van Buskirk 1988, Turner and Chislock 2007",,,,,,
55,19,36,19,1,1,36.1,19.1,1,predation,modelled,Petranka 1998,,,,,,
56,19,36,19,2,1,36.2,19.1,1,predation,modelled,Petranka 1998,,,,,,
61,19,39,19,1,1,39.1,19.1,1,predation,modelled,"Hayes and Tennant 1985, Lannoo 2005",,,,,,
67,19,44,19,1,1,44.1,19.1,1,predation,modelled,Terres 1995,,,,,,
102,19,60,19,4,1,60.4,19.1,12,trophically transmitted parasitism,observed,,,,,,,
47,20,32,20,1,1,32.1,20.1,1,predation,inferred,,,,,,,
49,20,33,20,1,1,33.1,20.1,1,predation,inferred,,,,,,,
51,20,34,20,1,1,34.1,20.1,1,predation,inferred,,,,,,,
53,20,35,20,1,1,35.1,20.1,1,predation,modelled,,,,,,,
57,20,37,20,1,1,37.1,20.1,1,predation,modelled,"Campbell 1970, Miller 1978, Lannoo 2005",,,,,,
59,20,38,20,1,1,38.1,20.1,1,predation,modelled,"Johnson and Bury 1965, Lannoo 2005",,,,,,
61,20,39,20,1,1,39.1,20.1,1,predation,modelled,"Hayes and Tennant 1985, Lannoo 2005",,,,,,
64,20,41,20,1,1,41.1,20.1,1,predation,modelled,Terres 1995,,,,,,
65,20,42,20,1,1,42.1,20.1,1,predation,modelled,Terres 1995,,,,,,
66,20,43,20,1,1,43.1,20.1,1,predation,modelled,Hintz and Dyer 1970,,,,,,
67,20,44,20,1,1,44.1,20.1,1,predation,modelled,Terres 1995,,,,,,
72,20,49,20,2,1,49.2,20.1,6,macroparasitism,modelled,"Proctor and Pritchard 1989, Baker et al. 2008",,,,,,
78,20,52,20,2,1,52.2,20.1,13,trophically transmitted commensalism,modelled,Hecker et al. 2001,,,,,,
16,21,16,20,1,2,16.1,20.2,1,predation,modelled,Fryer 1957,,,,,,
24,21,22,20,1,2,22.1,20.2,1,predation,modelled,Hallmark 1972,,,,,,
25,21,22,20,2,2,22.2,20.2,1,predation,modelled,Hallmark 1972,,,,,,
27,21,23,20,2,2,23.2,20.2,1,predation,modelled,Plague 1996,,,,,,
28,21,24,20,1,2,24.1,20.2,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
29,21,24,20,2,2,24.2,20.2,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
30,21,25,20,1,2,25.1,20.2,1,predation,modelled,Izabella et al. 2007,,,,,,
31,21,25,20,2,2,25.2,20.2,1,predation,modelled,Izabella et al. 2007,,,,,,
32,21,26,20,1,2,26.1,20.2,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
33,21,26,20,2,2,26.2,20.2,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
34,21,27,20,1,2,27.1,20.2,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
35,21,27,20,2,2,27.2,20.2,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
36,21,28,20,1,2,28.1,20.2,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 1997",,,,,,
37,21,28,20,2,2,28.2,20.2,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2022",,,,,,
48,21,32,20,2,2,32.2,20.2,1,predation,observed,,,,,,,
50,21,33,20,2,2,33.2,20.2,1,predation,modelled,,,,,,,
52,21,34,20,2,2,34.2,20.2,1,predation,modelled,,,,,,,
54,21,35,20,2,2,35.2,20.2,1,predation,observed,,,,,,,
55,21,36,20,1,2,36.1,20.2,1,predation,modelled,Petranka 1998,,,,,,
56,21,36,20,2,2,36.2,20.2,1,predation,observed,,,,,,,
61,21,39,20,1,2,39.1,20.2,1,predation,modelled,"Hayes and Tennant 1985, Lannoo 2005",,,,,,
72,21,49,20,2,2,49.2,20.2,6,macroparasitism,modelled,"Proctor and Pritchard 1989, Baker et al. 2008",,,,,,
78,21,52,20,2,2,52.2,20.2,13,trophically transmitted commensalism,modelled,Hecker et al. 2001,,,,,,
24,22,22,21,1,1,22.1,21.1,1,predation,modelled,Hallmark 1972,,,,,,
25,22,22,21,2,1,22.2,21.1,1,predation,modelled,Hallmark 1972,,,,,,
27,22,23,21,2,1,23.2,21.1,1,predation,modelled,Plague 1996,,,,,,
28,22,24,21,1,1,24.1,21.1,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
29,22,24,21,2,1,24.2,21.1,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
32,22,26,21,1,1,26.1,21.1,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
33,22,26,21,2,1,26.2,21.1,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
34,22,27,21,1,1,27.1,21.1,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
35,22,27,21,2,1,27.2,21.1,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
36,22,28,21,1,1,28.1,21.1,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 1998",,,,,,
37,22,28,21,2,1,28.2,21.1,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2023",,,,,,
48,22,32,21,2,1,32.2,21.1,1,predation,modelled,Van Buskirk 1988,,,,,,
50,22,33,21,2,1,33.2,21.1,1,predation,modelled,,,,,,,
52,22,34,21,2,1,34.2,21.1,1,predation,modelled,,,,,,,
54,22,35,21,2,1,35.2,21.1,1,predation,modelled,"Folsom and Collins 1984, Van Buskirk 1988, Turner and Chislock 2007",,,,,,
55,22,36,21,1,1,36.1,21.1,1,predation,modelled,Petranka 1998,,,,,,
56,22,36,21,2,1,36.2,21.1,1,predation,observed,,,,,,,
57,22,37,21,1,1,37.1,21.1,1,predation,modelled,"Campbell 1970, Miller 1978, Lannoo 2005",,,,,,
59,22,38,21,1,1,38.1,21.1,1,predation,modelled,"Johnson and Bury 1965, Lannoo 2005",,,,,,
61,22,39,21,1,1,39.1,21.1,1,predation,modelled,"Hayes and Tennant 1985, Lannoo 2005",,,,,,
67,22,44,21,1,1,44.1,21.1,1,predation,modelled,Terres 1995,,,,,,
24,23,22,21,1,2,22.1,21.2,1,predation,modelled,Hallmark 1972,,,,,,
25,23,22,21,2,2,22.2,21.2,1,predation,modelled,Hallmark 1972,,,,,,
27,23,23,21,2,2,23.2,21.2,1,predation,modelled,Plague 1996,,,,,,
28,23,24,21,1,2,24.1,21.2,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
29,23,24,21,2,2,24.2,21.2,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
32,23,26,21,1,2,26.1,21.2,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
33,23,26,21,2,2,26.2,21.2,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
34,23,27,21,1,2,27.1,21.2,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
35,23,27,21,2,2,27.2,21.2,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
36,23,28,21,1,2,28.1,21.2,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 1999",,,,,,
37,23,28,21,2,2,28.2,21.2,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2024",,,,,,
48,23,32,21,2,2,32.2,21.2,1,predation,modelled,Van Buskirk 1988,,,,,,
50,23,33,21,2,2,33.2,21.2,1,predation,modelled,,,,,,,
52,23,34,21,2,2,34.2,21.2,1,predation,modelled,,,,,,,
54,23,35,21,2,2,35.2,21.2,1,predation,modelled,"Folsom and Collins 1984, Van Buskirk 1988, Turner and Chislock 2007",,,,,,
55,23,36,21,1,2,36.1,21.2,1,predation,modelled,Petranka 1998,,,,,,
56,23,36,21,2,2,36.2,21.2,1,predation,modelled,Petranka 1998,,,,,,
57,23,37,21,1,2,37.1,21.2,1,predation,modelled,"Campbell 1970, Miller 1978, Lannoo 2005",,,,,,
59,23,38,21,1,2,38.1,21.2,1,predation,modelled,"Johnson and Bury 1965, Lannoo 2005",,,,,,
61,23,39,21,1,2,39.1,21.2,1,predation,modelled,"Hayes and Tennant 1985, Lannoo 2005",,,,,,
67,23,44,21,1,2,44.1,21.2,1,predation,modelled,Terres 1995,,,,,,
24,24,22,22,1,1,22.1,22.1,1,predation,modelled,Hallmark 1972,,,,,,
27,24,23,22,2,1,23.2,22.1,1,predation,modelled,Plague 1996,,,,,,
61,24,39,22,1,1,39.1,22.1,1,predation,modelled,"Hayes and Tennant 1985, Lannoo 2005",,,,,,
67,24,44,22,1,1,44.1,22.1,1,predation,modelled,Terres 1995,,,,,,
24,25,22,22,1,2,22.1,22.2,1,predation,modelled,Hallmark 1972,,,,,,
25,25,22,22,2,2,22.2,22.2,1,predation,modelled,Hallmark 1972,,,,,,
32,25,26,22,1,2,26.1,22.2,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
33,25,26,22,2,2,26.2,22.2,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
34,25,27,22,1,2,27.1,22.2,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
35,25,27,22,2,2,27.2,22.2,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
36,25,28,22,1,2,28.1,22.2,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2000",,,,,,
37,25,28,22,2,2,28.2,22.2,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2025",,,,,,
48,25,32,22,2,2,32.2,22.2,1,predation,modelled,Van Buskirk 1988,,,,,,
50,25,33,22,2,2,33.2,22.2,1,predation,modelled,,,,,,,
52,25,34,22,2,2,34.2,22.2,1,predation,modelled,,,,,,,
54,25,35,22,2,2,35.2,22.2,1,predation,modelled,"Folsom and Collins 1984, Van Buskirk 1988, Turner and Chislock 2007",,,,,,
55,25,36,22,1,2,36.1,22.2,1,predation,modelled,Petranka 1998,,,,,,
56,25,36,22,2,2,36.2,22.2,1,predation,modelled,Petranka 1998,,,,,,
57,25,37,22,1,2,37.1,22.2,1,predation,modelled,"Campbell 1970, Miller 1978, Lannoo 2005",,,,,,
61,25,39,22,1,2,39.1,22.2,1,predation,modelled,"Hayes and Tennant 1985, Lannoo 2005",,,,,,
67,25,44,22,1,2,44.1,22.2,1,predation,modelled,Terres 1995,,,,,,
69,25,46,22,1,2,46.1,22.2,1,predation,modelled,Terres 1995,,,,,,
24,26,22,23,1,1,22.1,23.1,1,predation,modelled,Hallmark 1972,,,,,,
25,26,22,23,2,1,22.2,23.1,1,predation,modelled,Hallmark 1972,,,,,,
32,26,26,23,1,1,26.1,23.1,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
33,26,26,23,2,1,26.2,23.1,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
34,26,27,23,1,1,27.1,23.1,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
35,26,27,23,2,1,27.2,23.1,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
36,26,28,23,1,1,28.1,23.1,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2001",,,,,,
37,26,28,23,2,1,28.2,23.1,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2026",,,,,,
48,26,32,23,2,1,32.2,23.1,1,predation,modelled,Van Buskirk 1988,,,,,,
50,26,33,23,2,1,33.2,23.1,1,predation,modelled,,,,,,,
52,26,34,23,2,1,34.2,23.1,1,predation,modelled,,,,,,,
54,26,35,23,2,1,35.2,23.1,1,predation,modelled,"Folsom and Collins 1984, Van Buskirk 1988, Turner and Chislock 2007",,,,,,
55,26,36,23,1,1,36.1,23.1,1,predation,modelled,Petranka 1998,,,,,,
56,26,36,23,2,1,36.2,23.1,1,predation,modelled,Petranka 1998,,,,,,
57,26,37,23,1,1,37.1,23.1,1,predation,modelled,"Campbell 1970, Miller 1978, Lannoo 2005",,,,,,
59,26,38,23,1,1,38.1,23.1,1,predation,modelled,"Johnson and Bury 1965, Lannoo 2005",,,,,,
61,26,39,23,1,1,39.1,23.1,1,predation,modelled,"Hayes and Tennant 1985, Lannoo 2005",,,,,,
67,26,44,23,1,1,44.1,23.1,1,predation,modelled,Terres 1995,,,,,,
69,26,46,23,1,1,46.1,23.1,1,predation,modelled,Terres 1995,,,,,,
24,27,22,23,1,2,22.1,23.2,1,predation,modelled,Hallmark 1972,,,,,,
25,27,22,23,2,2,22.2,23.2,1,predation,modelled,Hallmark 1972,,,,,,
27,27,23,23,2,2,23.2,23.2,1,predation,modelled,Plague 1996,,,,,,
28,27,24,23,1,2,24.1,23.2,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
29,27,24,23,2,2,24.2,23.2,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
32,27,26,23,1,2,26.1,23.2,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
33,27,26,23,2,2,26.2,23.2,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
34,27,27,23,1,2,27.1,23.2,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
35,27,27,23,2,2,27.2,23.2,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
36,27,28,23,1,2,28.1,23.2,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2002",,,,,,
37,27,28,23,2,2,28.2,23.2,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2027",,,,,,
48,27,32,23,2,2,32.2,23.2,1,predation,modelled,Van Buskirk 1988,,,,,,
50,27,33,23,2,2,33.2,23.2,1,predation,modelled,,,,,,,
52,27,34,23,2,2,34.2,23.2,1,predation,modelled,,,,,,,
54,27,35,23,2,2,35.2,23.2,1,predation,modelled,"Folsom and Collins 1984, Van Buskirk 1988, Turner and Chislock 2007",,,,,,
55,27,36,23,1,2,36.1,23.2,1,predation,modelled,Petranka 1998,,,,,,
56,27,36,23,2,2,36.2,23.2,1,predation,modelled,Petranka 1998,,,,,,
57,27,37,23,1,2,37.1,23.2,1,predation,modelled,"Campbell 1970, Miller 1978, Lannoo 2005",,,,,,
59,27,38,23,1,2,38.1,23.2,1,predation,modelled,"Johnson and Bury 1965, Lannoo 2005",,,,,,
61,27,39,23,1,2,39.1,23.2,1,predation,modelled,"Hayes and Tennant 1985, Lannoo 2005",,,,,,
67,27,44,23,1,2,44.1,23.2,1,predation,modelled,Terres 1995,,,,,,
69,27,46,23,1,2,46.1,23.2,1,predation,modelled,Terres 1995,,,,,,
28,28,24,24,1,1,24.1,24.1,1,predation,modelled,Fox 1975,,,,,,
29,28,24,24,2,1,24.2,24.1,1,predation,modelled,Fox 1975,,,,,,
32,28,26,24,1,1,26.1,24.1,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
33,28,26,24,2,1,26.2,24.1,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
47,28,32,24,1,1,32.1,24.1,1,predation,inferred,,,,,,,
48,28,32,24,2,1,32.2,24.1,1,predation,modelled,Van Buskirk 1988,,,,,,
50,28,33,24,2,1,33.2,24.1,1,predation,modelled,,,,,,,
52,28,34,24,2,1,34.2,24.1,1,predation,modelled,,,,,,,
54,28,35,24,2,1,35.2,24.1,1,predation,modelled,"Folsom and Collins 1984, Van Buskirk 1988, Turner and Chislock 2007",,,,,,
55,28,36,24,1,1,36.1,24.1,1,predation,modelled,Petranka 1998,,,,,,
56,28,36,24,2,1,36.2,24.1,1,predation,observed,,,,,,,
57,28,37,24,1,1,37.1,24.1,1,predation,modelled,"Campbell 1970, Miller 1978, Lannoo 2005",,,,,,
59,28,38,24,1,1,38.1,24.1,1,predation,modelled,"Johnson and Bury 1965, Lannoo 2005",,,,,,
61,28,39,24,1,1,39.1,24.1,1,predation,modelled,"Hayes and Tennant 1985, Lannoo 2005",,,,,,
64,28,41,24,1,1,41.1,24.1,1,predation,modelled,Terres 1995,,,,,,
65,28,42,24,1,1,42.1,24.1,1,predation,modelled,Terres 1995,,,,,,
66,28,43,24,1,1,43.1,24.1,1,predation,modelled,Hintz and Dyer 1970,,,,,,
67,28,44,24,1,1,44.1,24.1,1,predation,modelled,Terres 1995,,,,,,
72,28,49,24,2,1,49.2,24.1,6,macroparasitism,modelled,"Proctor and Pritchard 1989, Baker et al. 2008",,,,,,
28,29,24,24,1,2,24.1,24.2,1,predation,modelled,Fox 1975,,,,,,
29,29,24,24,2,2,24.2,24.2,1,predation,modelled,Fox 1975,,,,,,
32,29,26,24,1,2,26.1,24.2,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
33,29,26,24,2,2,26.2,24.2,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
48,29,32,24,2,2,32.2,24.2,1,predation,modelled,Van Buskirk 1988,,,,,,
50,29,33,24,2,2,33.2,24.2,1,predation,modelled,,,,,,,
52,29,34,24,2,2,34.2,24.2,1,predation,modelled,,,,,,,
54,29,35,24,2,2,35.2,24.2,1,predation,modelled,"Folsom and Collins 1984, Van Buskirk 1988, Turner and Chislock 2007",,,,,,
55,29,36,24,1,2,36.1,24.2,1,predation,modelled,Petranka 1998,,,,,,
56,29,36,24,2,2,36.2,24.2,1,predation,modelled,Petranka 1998,,,,,,
57,29,37,24,1,2,37.1,24.2,1,predation,modelled,"Campbell 1970, Miller 1978, Lannoo 2005",,,,,,
59,29,38,24,1,2,38.1,24.2,1,predation,modelled,"Johnson and Bury 1965, Lannoo 2005",,,,,,
61,29,39,24,1,2,39.1,24.2,1,predation,modelled,"Hayes and Tennant 1985, Lannoo 2005",,,,,,
64,29,41,24,1,2,41.1,24.2,1,predation,modelled,Terres 1995,,,,,,
65,29,42,24,1,2,42.1,24.2,1,predation,modelled,Terres 1995,,,,,,
66,29,43,24,1,2,43.1,24.2,1,predation,modelled,Hintz and Dyer 1970,,,,,,
67,29,44,24,1,2,44.1,24.2,1,predation,modelled,Terres 1995,,,,,,
72,29,49,24,2,2,49.2,24.2,6,macroparasitism,modelled,"Proctor and Pritchard 1989, Baker et al. 2008",,,,,,
28,30,24,25,1,1,24.1,25.1,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
29,30,24,25,2,1,24.2,25.1,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
30,30,25,25,1,1,25.1,25.1,1,predation,modelled,Izabella et al. 2007,,,,,,
31,30,25,25,2,1,25.2,25.1,1,predation,modelled,Izabella et al. 2007,,,,,,
48,30,32,25,2,1,32.2,25.1,1,predation,modelled,Van Buskirk 1988,,,,,,
50,30,33,25,2,1,33.2,25.1,1,predation,modelled,,,,,,,
52,30,34,25,2,1,34.2,25.1,1,predation,modelled,,,,,,,
54,30,35,25,2,1,35.2,25.1,1,predation,modelled,"Folsom and Collins 1984, Van Buskirk 1988, Turner and Chislock 2007",,,,,,
55,30,36,25,1,1,36.1,25.1,1,predation,modelled,Petranka 1998,,,,,,
56,30,36,25,2,1,36.2,25.1,1,predation,modelled,Petranka 1998,,,,,,
57,30,37,25,1,1,37.1,25.1,1,predation,modelled,"Campbell 1970, Miller 1978, Lannoo 2005",,,,,,
59,30,38,25,1,1,38.1,25.1,1,predation,modelled,"Johnson and Bury 1965, Lannoo 2005",,,,,,
61,30,39,25,1,1,39.1,25.1,1,predation,modelled,"Hayes and Tennant 1985, Lannoo 2005",,,,,,
64,30,41,25,1,1,41.1,25.1,1,predation,modelled,Terres 1995,,,,,,
65,30,42,25,1,1,42.1,25.1,1,predation,modelled,Terres 1995,,,,,,
66,30,43,25,1,1,43.1,25.1,1,predation,modelled,Hintz and Dyer 1970,,,,,,
67,30,44,25,1,1,44.1,25.1,1,predation,modelled,Terres 1995,,,,,,
72,30,49,25,2,1,49.2,25.1,6,macroparasitism,modelled,"Proctor and Pritchard 1989, Baker et al. 2008",,,,,,
28,31,24,25,1,2,24.1,25.2,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
29,31,24,25,2,2,24.2,25.2,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
30,31,25,25,1,2,25.1,25.2,1,predation,modelled,Izabella et al. 2007,,,,,,
31,31,25,25,2,2,25.2,25.2,1,predation,modelled,Izabella et al. 2007,,,,,,
48,31,32,25,2,2,32.2,25.2,1,predation,modelled,Van Buskirk 1988,,,,,,
50,31,33,25,2,2,33.2,25.2,1,predation,modelled,,,,,,,
52,31,34,25,2,2,34.2,25.2,1,predation,modelled,,,,,,,
54,31,35,25,2,2,35.2,25.2,1,predation,modelled,"Folsom and Collins 1984, Van Buskirk 1988, Turner and Chislock 2007",,,,,,
55,31,36,25,1,2,36.1,25.2,1,predation,modelled,Petranka 1998,,,,,,
56,31,36,25,2,2,36.2,25.2,1,predation,modelled,Petranka 1998,,,,,,
57,31,37,25,1,2,37.1,25.2,1,predation,modelled,"Campbell 1970, Miller 1978, Lannoo 2005",,,,,,
59,31,38,25,1,2,38.1,25.2,1,predation,modelled,"Johnson and Bury 1965, Lannoo 2005",,,,,,
61,31,39,25,1,2,39.1,25.2,1,predation,modelled,"Hayes and Tennant 1985, Lannoo 2005",,,,,,
64,31,41,25,1,2,41.1,25.2,1,predation,modelled,Terres 1995,,,,,,
65,31,42,25,1,2,42.1,25.2,1,predation,modelled,Terres 1995,,,,,,
66,31,43,25,1,2,43.1,25.2,1,predation,modelled,Hintz and Dyer 1970,,,,,,
67,31,44,25,1,2,44.1,25.2,1,predation,modelled,Terres 1995,,,,,,
72,31,49,25,2,2,49.2,25.2,6,macroparasitism,modelled,"Proctor and Pritchard 1989, Baker et al. 2008",,,,,,
28,32,24,26,1,1,24.1,26.1,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
29,32,24,26,2,1,24.2,26.1,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
32,32,26,26,1,1,26.1,26.1,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
33,32,26,26,2,1,26.2,26.1,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
47,32,32,26,1,1,32.1,26.1,1,predation,inferred,,,,,,,
48,32,32,26,2,1,32.2,26.1,1,predation,modelled,Van Buskirk 1988,,,,,,
50,32,33,26,2,1,33.2,26.1,1,predation,modelled,,,,,,,
52,32,34,26,2,1,34.2,26.1,1,predation,modelled,,,,,,,
54,32,35,26,2,1,35.2,26.1,1,predation,modelled,"Folsom and Collins 1984, Van Buskirk 1988, Turner and Chislock 2007",,,,,,
55,32,36,26,1,1,36.1,26.1,1,predation,modelled,Petranka 1998,,,,,,
56,32,36,26,2,1,36.2,26.1,1,predation,observed,,,,,,,
57,32,37,26,1,1,37.1,26.1,1,predation,modelled,"Campbell 1970, Miller 1978, Lannoo 2005",,,,,,
59,32,38,26,1,1,38.1,26.1,1,predation,modelled,"Johnson and Bury 1965, Lannoo 2005",,,,,,
61,32,39,26,1,1,39.1,26.1,1,predation,modelled,"Hayes and Tennant 1985, Lannoo 2005",,,,,,
64,32,41,26,1,1,41.1,26.1,1,predation,modelled,Terres 1995,,,,,,
65,32,42,26,1,1,42.1,26.1,1,predation,modelled,Terres 1995,,,,,,
66,32,43,26,1,1,43.1,26.1,1,predation,modelled,Hintz and Dyer 1970,,,,,,
67,32,44,26,1,1,44.1,26.1,1,predation,modelled,Terres 1995,,,,,,
72,32,49,26,2,1,49.2,26.1,6,macroparasitism,modelled,"Proctor and Pritchard 1989, Baker et al. 2008",,,,,,
28,33,24,26,1,2,24.1,26.2,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
